store_id,category_id,month_start,units_sold,store_name,category_name
2,3,2016-12-01,61,Baldwin Bikes,Cruisers Bicycles
2,3,2017-01-01,20,Baldwin Bikes,Cruisers Bicycles
2,3,2017-02-01,32,Baldwin Bikes,Cruisers Bicycles
2,3,2017-03-01,49,Baldwin Bikes,Cruisers Bicycles
2,3,2017-04-01,62,Baldwin Bikes,Cruisers Bicycles
2,3,2017-05-01,45,Baldwin Bikes,Cruisers Bicycles
2,3,2017-06-01,60,Baldwin Bikes,Cruisers Bicycles
2,3,2017-07-01,57,Baldwin Bikes,Cruisers Bicycles
2,3,2017-08-01,50,Baldwin Bikes,Cruisers Bicycles
2,3,2017-09-01,36,Baldwin Bikes,Cruisers Bicycles
2,3,2017-10-01,66,Baldwin Bikes,Cruisers Bicycles
2,3,2017-11-01,52,Baldwin Bikes,Cruisers Bicycles
2,3,2017-12-01,32,Baldwin Bikes,Cruisers Bicycles
2,3,2018-01-01,40,Baldwin Bikes,Cruisers Bicycles
2,3,2018-02-01,26,Baldwin Bikes,Cruisers Bicycles
2,3,2018-03-01,63,Baldwin Bikes,Cruisers Bicycles
2,4,2016-01-01,10,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-02-01,8,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-03-01,8,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-04-01,19,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-05-01,14,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-06-01,13,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-07-01,19,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-08-01,15,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-09-01,9,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-10-01,9,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-11-01,12,Baldwin Bikes,Cyclocross Bicycles
2,4,2016-12-01,19,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-01-01,3,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-02-01,11,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-03-01,8,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-04-01,6,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-05-01,6,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-06-01,12,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-07-01,6,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-08-01,8,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-09-01,8,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-10-01,13,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-11-01,6,Baldwin Bikes,Cyclocross Bicycles
2,4,2017-12-01,7,Baldwin Bikes,Cyclocross Bicycles
2,4,2018-01-01,3,Baldwin Bikes,Cyclocross Bicycles
2,4,2018-02-01,2,Baldwin Bikes,Cyclocross Bicycles
2,4,2018-03-01,5,Baldwin Bikes,Cyclocross Bicycles
2,5,2016-01-01,3,Baldwin Bikes,Electric Bikes
2,5,2016-02-01,2,Baldwin Bikes,Electric Bikes
2,5,2016-03-01,6,Baldwin Bikes,Electric Bikes
2,5,2016-04-01,0,Baldwin Bikes,Electric Bikes
2,5,2016-05-01,2,Baldwin Bikes,Electric Bikes
2,5,2016-06-01,7,Baldwin Bikes,Electric Bikes
2,5,2016-07-01,8,Baldwin Bikes,Electric Bikes
2,5,2016-08-01,6,Baldwin Bikes,Electric Bikes
2,5,2016-09-01,5,Baldwin Bikes,Electric Bikes
2,5,2016-10-01,5,Baldwin Bikes,Electric Bikes
2,5,2016-11-01,7,Baldwin Bikes,Electric Bikes
2,5,2016-12-01,10,Baldwin Bikes,Electric Bikes
2,5,2017-01-01,11,Baldwin Bikes,Electric Bikes
2,5,2017-02-01,3,Baldwin Bikes,Electric Bikes
2,5,2017-03-01,4,Baldwin Bikes,Electric Bikes
2,5,2017-04-01,3,Baldwin Bikes,Electric Bikes
2,5,2017-05-01,4,Baldwin Bikes,Electric Bikes
2,5,2017-06-01,3,Baldwin Bikes,Electric Bikes
2,5,2017-07-01,5,Baldwin Bikes,Electric Bikes
2,5,2017-08-01,14,Baldwin Bikes,Electric Bikes
2,5,2017-09-01,9,Baldwin Bikes,Electric Bikes
2,5,2017-10-01,5,Baldwin Bikes,Electric Bikes
2,5,2017-11-01,5,Baldwin Bikes,Electric Bikes
2,5,2017-12-01,10,Baldwin Bikes,Electric Bikes
2,5,2018-01-01,14,Baldwin Bikes,Electric Bikes
2,5,2018-02-01,9,Baldwin Bikes,Electric Bikes
2,5,2018-03-01,17,Baldwin Bikes,Electric Bikes
2,6,2016-01-01,40,Baldwin Bikes,Mountain Bikes
2,6,2016-02-01,29,Baldwin Bikes,Mountain Bikes
2,6,2016-03-01,36,Baldwin Bikes,Mountain Bikes
2,6,2016-04-01,38,Baldwin Bikes,Mountain Bikes
2,6,2016-05-01,58,Baldwin Bikes,Mountain Bikes
2,6,2016-06-01,51,Baldwin Bikes,Mountain Bikes
2,6,2016-07-01,47,Baldwin Bikes,Mountain Bikes
2,6,2016-08-01,46,Baldwin Bikes,Mountain Bikes
2,6,2016-09-01,60,Baldwin Bikes,Mountain Bikes
2,6,2016-10-01,39,Baldwin Bikes,Mountain Bikes
2,6,2016-11-01,21,Baldwin Bikes,Mountain Bikes
2,6,2016-12-01,29,Baldwin Bikes,Mountain Bikes
2,6,2017-01-01,41,Baldwin Bikes,Mountain Bikes
2,6,2017-02-01,37,Baldwin Bikes,Mountain Bikes
2,6,2017-03-01,63,Baldwin Bikes,Mountain Bikes
2,6,2017-04-01,39,Baldwin Bikes,Mountain Bikes
2,6,2017-05-01,49,Baldwin Bikes,Mountain Bikes
2,6,2017-06-01,32,Baldwin Bikes,Mountain Bikes
2,6,2017-07-01,46,Baldwin Bikes,Mountain Bikes
2,6,2017-08-01,38,Baldwin Bikes,Mountain Bikes
2,6,2017-09-01,36,Baldwin Bikes,Mountain Bikes
2,6,2017-10-01,49,Baldwin Bikes,Mountain Bikes
2,6,2017-11-01,56,Baldwin Bikes,Mountain Bikes
2,6,2017-12-01,28,Baldwin Bikes,Mountain Bikes
2,6,2018-01-01,32,Baldwin Bikes,Mountain Bikes
2,6,2018-02-01,26,Baldwin Bikes,Mountain Bikes
2,6,2018-03-01,39,Baldwin Bikes,Mountain Bikes
2,7,2016-01-01,0,Baldwin Bikes,Road Bikes
2,7,2016-02-01,0,Baldwin Bikes,Road Bikes
2,7,2016-03-01,0,Baldwin Bikes,Road Bikes
2,7,2016-04-01,0,Baldwin Bikes,Road Bikes
2,7,2016-05-01,0,Baldwin Bikes,Road Bikes
2,7,2016-06-01,0,Baldwin Bikes,Road Bikes
2,7,2016-07-01,0,Baldwin Bikes,Road Bikes
2,7,2016-08-01,0,Baldwin Bikes,Road Bikes
2,7,2016-09-01,0,Baldwin Bikes,Road Bikes
2,7,2016-10-01,0,Baldwin Bikes,Road Bikes
2,7,2016-11-01,0,Baldwin Bikes,Road Bikes
2,7,2016-12-01,0,Baldwin Bikes,Road Bikes
2,7,2017-01-01,24,Baldwin Bikes,Road Bikes
2,7,2017-02-01,20,Baldwin Bikes,Road Bikes
2,7,2017-03-01,18,Baldwin Bikes,Road Bikes
2,7,2017-04-01,14,Baldwin Bikes,Road Bikes
2,7,2017-05-01,23,Baldwin Bikes,Road Bikes
2,7,2017-06-01,28,Baldwin Bikes,Road Bikes
2,7,2017-07-01,11,Baldwin Bikes,Road Bikes
2,7,2017-08-01,13,Baldwin Bikes,Road Bikes
2,7,2017-09-01,19,Baldwin Bikes,Road Bikes
2,7,2017-10-01,22,Baldwin Bikes,Road Bikes
2,7,2017-11-01,15,Baldwin Bikes,Road Bikes
2,7,2017-12-01,19,Baldwin Bikes,Road Bikes
2,7,2018-01-01,39,Baldwin Bikes,Road Bikes
2,7,2018-02-01,12,Baldwin Bikes,Road Bikes
2,7,2018-03-01,36,Baldwin Bikes,Road Bikes
3,1,2016-01-01,0,Rowlett Bikes,Children Bicycles
3,1,2016-02-01,6,Rowlett Bikes,Children Bicycles
3,1,2016-03-01,2,Rowlett Bikes,Children Bicycles
3,1,2016-04-01,0,Rowlett Bikes,Children Bicycles
3,1,2016-05-01,0,Rowlett Bikes,Children Bicycles
3,1,2016-06-01,0,Rowlett Bikes,Children Bicycles
3,1,2016-07-01,3,Rowlett Bikes,Children Bicycles
3,1,2016-08-01,7,Rowlett Bikes,Children Bicycles
3,1,2016-09-01,7,Rowlett Bikes,Children Bicycles
3,1,2016-10-01,2,Rowlett Bikes,Children Bicycles
3,1,2016-11-01,0,Rowlett Bikes,Children Bicycles
3,1,2016-12-01,3,Rowlett Bikes,Children Bicycles
3,1,2017-01-01,1,Rowlett Bikes,Children Bicycles
3,1,2017-02-01,11,Rowlett Bikes,Children Bicycles
3,1,2017-03-01,8,Rowlett Bikes,Children Bicycles
3,1,2017-04-01,10,Rowlett Bikes,Children Bicycles
3,1,2017-05-01,3,Rowlett Bikes,Children Bicycles
3,1,2017-06-01,9,Rowlett Bikes,Children Bicycles
3,1,2017-07-01,2,Rowlett Bikes,Children Bicycles
3,1,2017-08-01,2,Rowlett Bikes,Children Bicycles
3,1,2017-09-01,4,Rowlett Bikes,Children Bicycles
3,1,2017-10-01,6,Rowlett Bikes,Children Bicycles
3,1,2017-11-01,1,Rowlett Bikes,Children Bicycles
3,1,2017-12-01,0,Rowlett Bikes,Children Bicycles
3,1,2018-01-01,7,Rowlett Bikes,Children Bicycles
3,1,2018-02-01,1,Rowlett Bikes,Children Bicycles
3,1,2018-03-01,8,Rowlett Bikes,Children Bicycles
3,2,2016-01-01,2,Rowlett Bikes,Comfort Bicycles
3,2,2016-02-01,2,Rowlett Bikes,Comfort Bicycles
3,2,2016-03-01,2,Rowlett Bikes,Comfort Bicycles
3,2,2016-04-01,0,Rowlett Bikes,Comfort Bicycles
3,2,2016-05-01,5,Rowlett Bikes,Comfort Bicycles
3,2,2016-06-01,0,Rowlett Bikes,Comfort Bicycles
3,2,2016-07-01,0,Rowlett Bikes,Comfort Bicycles
3,2,2016-08-01,2,Rowlett Bikes,Comfort Bicycles
3,2,2016-09-01,0,Rowlett Bikes,Comfort Bicycles
3,2,2016-10-01,2,Rowlett Bikes,Comfort Bicycles
3,2,2016-11-01,4,Rowlett Bikes,Comfort Bicycles
3,2,2016-12-01,2,Rowlett Bikes,Comfort Bicycles
3,2,2017-01-01,1,Rowlett Bikes,Comfort Bicycles
3,2,2017-02-01,9,Rowlett Bikes,Comfort Bicycles
3,2,2017-03-01,6,Rowlett Bikes,Comfort Bicycles
3,2,2017-04-01,2,Rowlett Bikes,Comfort Bicycles
